,tx_price,beds,baths,sqft,year_built,lot_size,property_type,exterior_walls,roof,basement,restaurants,groceries,nightlife,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,property_tax,insurance,median_school,num_schools,tx_year,cosin_simularity
1665,614000.0,5,3,3400.0,1991,8520,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,4,0,1,1,8,1,1,1,40.0,99.0,77.0,504.0,153.0,8.0,3.0,2007,0.9998689274844608
1467,719740.0,4,3,4377.0,1988,9678,Single-Family,Metal,Composition Shingle,1.0,17,1,3,0,5,1,7,3,41.0,85.0,45.0,545.0,166.0,8.0,3.0,2005,0.9998676323201214
1604,410000.0,5,3,1506.0,1950,6250,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,81,11,10,7,90,4,53,20,44.0,73.0,57.0,569.0,173.0,5.0,3.0,2015,0.999867211904213
1656,525000.0,5,3,3300.0,1998,7496,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,11,1,0,0,6,0,5,7,34.0,88.0,36.0,378.0,107.0,8.0,2.0,2005,0.9998670292060404
1795,421770.0,5,4,4520.0,1999,5544,Single-Family,Stucco,Composition,1.0,81,14,5,5,49,0,38,21,42.0,65.0,65.0,737.0,224.0,5.0,3.0,1999,0.9998667767781063
1254,642000.0,4,3,2138.0,1941,9121,Single-Family,Brick veneer,Composition Shingle,1.0,21,5,2,8,33,2,15,30,47.0,78.0,89.0,853.0,296.0,9.0,3.0,2001,0.9998651884438197
1446,587859.0,4,3,4000.0,2000,8341,Single-Family,Siding (Alum/Vinyl),Other,1.0,122,5,20,25,274,5,101,30,41.0,88.0,81.0,979.0,298.0,8.0,3.0,2000,0.9998622213040378
1387,495000.0,4,3,3234.0,1987,7287,Single-Family,Metal,Composition Shingle,1.0,17,2,1,5,22,2,8,5,40.0,87.0,63.0,528.0,161.0,8.0,3.0,2012,0.9998620941244509
1108,455000.0,4,2,2594.0,1979,6921,Single-Family,Metal,Composition Shingle,1.0,28,5,3,4,32,0,35,10,40.0,72.0,86.0,623.0,189.0,9.0,3.0,2003,0.999860408031392
1738,700000.0,5,4,1847.0,1905,10001,Single-Family,Siding (Alum/Vinyl),Metal,1.0,75,11,10,7,87,5,52,36,36.0,81.0,80.0,1416.0,412.0,9.0,3.0,2015,0.9998603397706441
859,321500.0,3,3,2102.0,1965,5127,Apartment / Condo / Townhouse,Brick,Composition Shingle,1.0,70,16,7,8,93,4,19,18,40.0,50.0,55.0,479.0,146.0,3.0,3.0,2003,0.9998593297309443
1838,751000.0,5,4,6025.0,1951,10024,Single-Family,Brick veneer,Composition Shingle,1.0,9,0,0,0,9,3,4,12,44.0,92.0,81.0,1292.0,448.0,9.0,3.0,2015,0.9998592766515202
1444,615000.0,4,3,3961.0,2003,8848,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,47,9,4,4,43,3,15,23,41.0,80.0,71.0,614.0,187.0,5.0,3.0,2010,0.999859205161188
1713,443000.0,5,3,4490.0,2008,6168,Single-Family,Combination,Composition Shingle,1.0,5,0,0,1,3,0,6,2,34.0,84.0,52.0,453.0,128.0,5.5,2.0,2008,0.99985898656187
1735,786175.0,5,3,5493.0,2004,10798,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,35,2,5,5,42,0,11,7,38.0,95.0,64.0,635.0,193.0,7.0,3.0,2004,0.999857828519466
1401,760000.0,4,3,3421.0,2000,10868,Single-Family,Metal,Composition Shingle,1.0,35,5,3,4,32,2,14,14,34.0,76.0,73.0,655.0,199.0,6.5,2.0,2009,0.9998577075935098
1532,417925.0,4,4,4398.0,1999,5858,Single-Family,Combination,Other,1.0,60,3,6,5,45,5,67,23,51.0,88.0,71.0,631.0,219.0,7.0,3.0,1999,0.9998569092371552
1602,477500.0,5,3,1365.0,1950,7422,Single-Family,Brick,Composition Shingle,1.0,60,10,4,7,62,5,42,32,39.0,86.0,81.0,575.0,199.0,9.0,3.0,2010,0.9998567665941395
1324,469900.0,4,3,2657.0,2002,7239,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,14,3,1,0,12,0,17,4,39.0,83.0,55.0,330.0,93.0,5.0,2.0,2005,0.999856522095479
1448,432000.0,4,3,4050.0,1995,6250,Single-Family,Siding (Alum/Vinyl),Asphalt,1.0,54,4,3,6,64,3,62,18,46.0,77.0,88.0,983.0,299.0,10.0,3.0,1995,0.999856307670727
1743,367000.0,5,4,2302.0,2002,5846,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,19,3,1,0,8,0,13,2,28.0,83.0,39.0,285.0,81.0,5.5,2.0,2015,0.9998561967109191
1343,319550.0,4,3,2899.0,1996,4917,Single-Family,Siding (Alum/Vinyl),Wood Shake/ Shingles,1.0,88,4,11,19,224,4,85,22,39.0,79.0,76.0,713.0,217.0,8.0,3.0,1996,0.9998558366198582
1289,535000.0,4,3,2455.0,1983,8215,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,44,4,5,7,60,8,24,23,45.0,65.0,76.0,524.0,159.0,5.0,3.0,2012,0.999854457499892
1827,750000.0,5,4,5480.0,1998,10502,Single-Family,Metal,Composition Shingle,1.0,1,0,1,0,8,1,1,4,52.0,72.0,28.0,819.0,249.0,4.0,2.0,2008,0.9998542820086929
1636,300000.0,5,3,2792.0,2000,4713,Single-Family,Metal,Composition Shingle,1.0,16,3,1,1,11,1,7,5,32.0,57.0,75.0,491.0,149.0,4.5,2.0,2000,0.999851791396832
1061,555000.0,4,2,2032.0,1991,8607,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,0,0,0,0,1,0,0,2,42.0,97.0,68.0,503.0,153.0,7.5,2.0,2012,0.9998516688639253
1043,540000.0,4,2,1858.0,1984,8428,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,13,3,0,0,9,1,5,5,42.0,77.0,50.0,368.0,112.0,6.0,3.0,2005,0.9998511064594465
1125,705000.0,4,2,2966.0,1994,10537,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,6,0,0,1,6,0,5,3,42.0,97.0,68.0,590.0,180.0,7.5,2.0,2008,0.9998510724893904
883,308000.0,3,3,2448.0,1930,5000,Single-Family,Brick,Asphalt,1.0,90,5,13,21,71,20,53,53,53.0,75.0,65.0,691.0,229.0,4.0,3.0,1994,0.9998490654134834
1163,540000.0,4,3,1314.0,1978,8509,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,26,5,6,5,25,3,17,16,37.0,53.0,63.0,471.0,143.0,8.0,3.0,2006,0.9998486625431325
1852,706095.0,5,5,3720.0,2004,10606,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,12,10,1,0,22,0,21,6,37.0,82.0,63.0,614.0,187.0,3.0,3.0,2004,0.9998481872111581
1045,708121.0,4,2,1880.0,1986,10798,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,6,1,0,0,3,0,2,0,44.0,94.0,78.0,499.0,152.0,7.5,2.0,2005,0.999846814992101
1538,690000.0,4,4,4512.0,1994,10357,Single-Family,Metal,Composition Shingle,1.0,21,4,1,5,15,1,18,10,37.0,97.0,79.0,974.0,297.0,8.0,3.0,2002,0.9998453240471016
1531,636005.0,4,4,4305.0,2002,9679,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,40,6,4,3,40,3,12,20,41.0,80.0,71.0,717.0,218.0,5.0,3.0,2002,0.9998444178048003
1759,700000.0,5,4,3320.0,1954,10826,Single-Family,Brick,Composition Shingle,1.0,52,13,4,7,44,2,34,11,35.0,80.0,87.0,696.0,212.0,4.0,3.0,2006,0.9998423670488471
1293,420000.0,4,3,2470.0,1941,6943,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,133,8,13,17,75,8,51,53,39.0,88.0,93.0,474.0,164.0,5.0,3.0,2003,0.9998418937926293
1338,699000.0,4,3,2789.0,1961,10890,Single-Family,Brick,Asphalt,1.0,58,7,9,4,35,17,34,41,33.0,47.0,45.0,623.0,207.0,4.0,3.0,2009,0.9998416944083457
1088,560000.0,4,2,2300.0,1968,9024,Single-Family,Siding (Alum/Vinyl),Shake Shingle,1.0,20,2,2,5,22,0,5,7,51.0,87.0,64.0,450.0,137.0,9.0,3.0,2006,0.9998411255553108
1633,450000.0,5,3,2640.0,2006,7405,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,14,2,0,1,7,2,5,3,37.0,69.0,36.0,378.0,107.0,6.0,3.0,2006,0.9998409847000772
362,433150.0,3,1,948.0,1951,7254,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,29,3,3,2,24,1,15,4,44.0,72.0,42.0,286.0,87.0,4.0,3.0,2005,0.9998406720557009
1263,276325.0,4,3,2275.0,2001,4691,Single-Family,Siding (Alum/Vinyl),Asphalt,1.0,13,4,0,3,10,0,10,6,30.0,88.0,34.0,450.0,109.0,4.0,3.0,2001,0.9998394252534869
1671,350165.0,5,3,3595.0,1999,5519,Single-Family,Metal,Composition Shingle,1.0,26,3,2,6,37,1,21,10,39.0,85.0,55.0,680.0,207.0,8.0,3.0,1999,0.9998391706238038
1678,331605.0,5,3,3726.0,2002,5122,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,1,1,0,1,4,1,2,0,32.0,73.0,40.0,365.0,103.0,5.5,2.0,2002,0.9998389963281042
1386,399600.0,4,3,3214.0,2005,6534,Single-Family,Combination,Asphalt,1.0,4,1,0,0,2,0,5,4,40.0,83.0,52.0,363.0,103.0,8.0,1.0,2005,0.9998388350877262
837,424700.0,3,3,1962.0,1945,7200,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,61,10,8,5,70,3,39,17,39.0,64.0,34.0,463.0,141.0,3.0,3.0,2012,0.9998372542077852
1861,771760.0,5,5,5270.0,2006,11761,Single-Family,Combination,Composition Shingle,1.0,0,0,0,0,1,0,1,3,42.0,84.0,58.0,506.0,143.0,5.5,2.0,2006,0.99983719337312
1487,420000.0,4,4,1838.0,1983,7148,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,36,2,1,4,54,1,60,13,53.0,87.0,95.0,532.0,162.0,9.0,3.0,2003,0.9998371784353849
1197,540000.0,4,3,1560.0,1981,8934,Single-Family,Metal,Composition Shingle,1.0,9,1,0,3,7,0,3,5,37.0,70.0,62.0,508.0,154.0,5.0,3.0,2010,0.9998361767191463
817,680300.0,3,3,1827.0,1952,10890,Single-Family,Brick veneer,Composition Shingle,1.0,13,3,1,3,18,4,12,14,40.0,78.0,83.0,625.0,217.0,9.0,3.0,2005,0.9998361156002324
1073,673000.0,4,2,2145.0,1970,10815,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,18,1,1,1,28,0,38,7,48.0,88.0,78.0,590.0,180.0,9.0,3.0,2005,0.9998357226188512
1320,307601.0,4,3,2624.0,2002,5227,Single-Family,Combination,Composition Shingle,1.0,0,0,0,0,8,0,0,0,31.0,80.0,47.0,363.0,103.0,6.0,2.0,2002,0.9998348319088716
856,800000.0,3,3,2086.0,1930,12632,Single-Family,Brick veneer,Composition Shingle,1.0,127,11,26,17,174,10,71,47,48.0,54.0,89.0,648.0,224.0,6.0,3.0,2009,0.99983414988937
1732,615000.0,5,3,5018.0,1991,9583,Single-Family,Brick,Wood Shake/ Shingles,1.0,17,2,1,6,20,1,7,4,38.0,98.0,86.0,736.0,224.0,9.0,3.0,2003,0.9998337818428314
1884,735000.0,5,6,7515.0,1958,10497,Single-Family,Brick,Composition Shingle,1.0,0,0,0,1,2,2,0,5,37.0,80.0,86.0,1459.0,444.0,9.0,3.0,2015,0.9998335459995424
1312,670000.0,4,3,2554.0,1995,10890,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,0,0,0,0,4,0,0,3,43.0,97.0,86.0,597.0,182.0,8.0,3.0,2004,0.9998328080548433
1867,665500.0,5,5,6133.0,1950,10001,Single-Family,Brick veneer,Composition Shingle,1.0,34,1,7,4,39,5,25,32,39.0,78.0,74.0,1256.0,436.0,9.0,3.0,2014,0.9998327866817178
906,520000.0,3,3,2804.0,1987,8677,Single-Family,Metal,Composition Shingle,1.0,23,1,3,3,7,2,9,6,30.0,85.0,64.0,491.0,149.0,8.0,3.0,2004,0.9998325575313615
1547,690000.0,4,4,4815.0,2010,10890,Single-Family,Combination,Composition Shingle,1.0,6,1,1,1,3,2,5,3,40.0,88.0,65.0,555.0,157.0,7.5,2.0,2013,0.9998321024693833
1115,640000.0,4,2,2681.0,1900,10454,Single-Family,Siding (Alum/Vinyl),asphalt,1.0,15,3,0,1,17,0,15,10,35.0,70.0,73.0,623.0,190.0,8.0,3.0,2004,0.9998319223499328
1635,665000.0,5,3,2704.0,1980,10890,Single-Family,Metal,Composition Shingle,1.0,26,4,0,3,37,6,11,14,31.0,62.0,53.0,635.0,193.0,9.0,3.0,2004,0.9998307516730149
977,412000.0,4,2,1080.0,1950,7199,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,38,9,3,6,48,2,34,12,34.0,86.0,66.0,368.0,112.0,4.0,3.0,2006,0.999830603488487
1618,494000.0,5,3,2048.0,1975,8420,Single-Family,Brick,Composition Shingle,1.0,8,2,0,2,10,2,4,9,40.0,68.0,63.0,430.0,131.0,5.0,3.0,2004,0.9998305234695282
1865,576475.0,5,5,5810.0,2002,8777,Single-Family,Wood,Wood Shake/ Shingles,1.0,13,2,0,1,17,0,18,6,35.0,70.0,73.0,897.0,273.0,8.0,3.0,2002,0.9998299602290296
1196,272000.0,4,3,1546.0,1984,4978,Single-Family,Wood,Wood Shake/ Shingles,1.0,20,1,0,3,15,0,6,12,42.0,56.0,81.0,472.0,143.0,6.0,3.0,2000,0.9998262287258366
1742,597100.0,5,4,2162.0,1979,10128,Single-Family,Brick,Shake Shingle,1.0,15,1,1,1,26,2,9,8,48.0,91.0,81.0,541.0,165.0,7.0,1.0,2014,0.9998253102704768
1762,653888.0,5,4,3500.0,1958,10890,Single-Family,Brick,Composition Shingle,1.0,61,5,4,7,78,5,88,25,44.0,87.0,92.0,1228.0,374.0,9.0,3.0,2005,0.9998240728429351
1069,642000.0,4,2,2106.0,1959,10890,Single-Family,Brick,Composition Shingle,1.0,0,0,1,0,2,1,1,3,40.0,86.0,74.0,586.0,178.0,6.0,3.0,2011,0.9998225505016148
1058,485000.0,4,2,2000.0,1960,8511,Single-Family,Brick,Composition Shingle,1.0,66,3,10,7,126,4,39,8,37.0,70.0,36.0,364.0,111.0,3.0,3.0,2005,0.9998225405311286
1483,701101.0,4,3,5535.0,2003,11325,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,103,12,6,14,90,2,27,18,42.0,81.0,76.0,721.0,219.0,4.0,3.0,2013,0.9998216911351908
642,422500.0,3,2,2102.0,1952,7535,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,41,8,2,6,29,6,23,25,40.0,85.0,25.0,356.0,108.0,5.0,3.0,2014,0.9998215372709082
1309,470000.0,4,3,2540.0,1988,8272,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,0,0,0,0,1,0,1,2,42.0,97.0,68.0,524.0,159.0,7.5,2.0,2003,0.9998207904441306
961,355000.0,4,1,1662.0,1956,6499,Single-Family,Brick,Asphalt,1.0,26,8,2,2,31,1,19,5,39.0,56.0,19.0,343.0,104.0,4.0,3.0,2011,0.9998201847588002
1739,630000.0,5,4,1915.0,1961,10820,Single-Family,Brick,Composition Shingle,1.0,35,6,4,10,35,3,20,13,45.0,96.0,72.0,614.0,187.0,9.0,3.0,2010,0.9998197020243382
1510,307000.0,4,4,3390.0,2001,5201,Single-Family,Siding (Alum/Vinyl),Asphalt,1.0,16,4,0,3,14,1,13,7,30.0,88.0,34.0,451.0,109.0,4.0,3.0,2002,0.9998187753873095
1462,412250.0,4,3,4304.0,2002,6851,Single-Family,Combination,Composition Shingle,1.0,23,2,1,4,20,2,16,8,32.0,78.0,57.0,414.0,117.0,6.0,3.0,2015,0.9998185155699312
1601,469500.0,5,3,1242.0,1983,8398,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,13,3,0,0,11,1,5,6,42.0,77.0,50.0,359.0,109.0,6.0,3.0,2005,0.9998183862101971
1754,630765.0,5,4,3172.0,2005,10890,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,0,0,0,0,0,0,1,4,36.0,69.0,51.0,383.0,108.0,6.0,3.0,2006,0.9998163729745745
1352,475000.0,4,3,2938.0,1939,8416,Single-Family,Brick,Slate,1.0,41,6,6,7,55,8,34,33,45.0,81.0,88.0,737.0,245.0,4.0,3.0,2009,0.9998156593504646
366,209400.0,3,1,1120.0,1975,3994,Single-Family,Wood,Asbestos,1.0,36,2,1,6,22,8,18,21,28.0,80.0,22.0,258.0,78.0,5.0,3.0,2011,0.9998148546593886
1780,497415.0,5,4,4211.0,2002,8524,Single-Family,Metal,Composition Shingle,1.0,0,0,0,0,1,0,0,3,40.0,91.0,71.0,598.0,182.0,9.0,3.0,2002,0.9998148519786041
1093,475000.0,4,2,2388.0,1985,8537,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,0,0,0,0,6,1,0,10,39.0,72.0,60.0,490.0,149.0,7.0,1.0,2014,0.99981465449789
1657,793260.0,5,3,3314.0,1962,13503,Single-Family,Brick,Composition Shingle,1.0,4,1,0,0,8,3,2,1,47.0,80.0,81.0,696.0,212.0,4.0,3.0,2012,0.9998138131426831
1157,507000.0,4,3,1206.0,1979,9151,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,0,0,0,0,1,0,2,1,37.0,87.0,64.0,368.0,112.0,6.0,2.0,2005,0.9998122641552654
1001,617500.0,4,2,1436.0,1965,10890,Single-Family,Metal,Composition Shingle,1.0,84,4,9,11,73,6,56,33,45.0,70.0,71.0,565.0,172.0,9.0,3.0,2005,0.9998121840071263
1591,309000.0,5,2,2264.0,1940,5749,Single-Family,Brick,Asphalt,1.0,44,7,6,8,62,9,38,36,44.0,83.0,81.0,601.0,199.0,4.0,3.0,1996,0.9998109860286404
1519,678000.0,4,4,3868.0,1978,11761,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,1,0,0,0,1,0,1,1,43.0,95.0,77.0,573.0,174.0,8.0,2.0,2013,0.9998107347344376
1419,490000.0,4,3,3547.0,1941,8717,Single-Family,Brick veneer,Slate,1.0,210,12,35,37,214,13,76,49,45.0,61.0,83.0,971.0,337.0,6.0,3.0,1997,0.9998089615773746
1333,574900.0,4,3,2751.0,1987,10349,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,3,1,0,0,3,0,0,4,37.0,85.0,72.0,512.0,156.0,6.0,3.0,2013,0.9998072472212031
1268,630000.0,4,3,2321.0,1965,11325,Single-Family,Brick,Asphalt,1.0,5,4,1,0,18,1,6,1,45.0,80.0,80.0,532.0,162.0,6.0,3.0,2006,0.9998053815578355
1003,377750.0,4,2,1476.0,1950,7200,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,31,6,2,5,41,1,27,11,44.0,68.0,56.0,374.0,114.0,4.0,3.0,2011,0.9998047495784604
1646,524900.0,5,3,3022.0,1973,9557,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,32,3,2,1,24,1,15,11,44.0,77.0,53.0,489.0,149.0,8.5,2.0,2009,0.999804693713455
1273,500000.0,4,3,2352.0,1982,9243,Single-Family,Wood Siding,Composition Shingle,1.0,4,1,0,2,8,0,4,12,54.0,87.0,84.0,611.0,212.0,9.0,3.0,2016,0.9998038565930093
828,575000.0,3,3,1902.0,1946,10541,Single-Family,Brick,Composition Shingle,1.0,114,20,7,12,91,2,33,19,43.0,73.0,41.0,594.0,181.0,3.0,3.0,2004,0.9998023500448713
1321,225380.0,4,3,2640.0,2007,4033,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,13,11,1,0,25,1,23,6,37.0,82.0,63.0,471.0,143.0,3.0,3.0,2010,0.9998016123281145
1004,390000.0,4,2,1484.0,1960,7501,Single-Family,Brick,Composition Shingle,1.0,60,5,4,7,79,5,86,25,50.0,57.0,77.0,614.0,187.0,9.0,3.0,2003,0.9998001959899987
703,575000.0,3,3,962.0,1956,10580,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,19,4,1,4,15,1,8,5,44.0,79.0,47.0,516.0,157.0,4.0,3.0,2005,0.9998001807694945
902,299000.0,3,3,2701.0,1986,5633,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,25,5,1,4,19,2,17,11,42.0,55.0,72.0,491.0,149.0,7.0,3.0,1999,0.999799447757689
965,675000.0,4,1,3616.0,1983,12196,Single-Family,Metal,Asphalt,1.0,56,12,14,14,37,2,18,9,37.0,93.0,47.0,584.0,178.0,3.0,3.0,2010,0.9997990471498577
1550,470000.0,4,4,4975.0,2003,8193,Single-Family,Combination,Composition Shingle,1.0,18,3,1,3,18,0,14,9,33.0,90.0,39.0,483.0,137.0,6.0,3.0,2004,0.9997983377085625
1849,535000.0,5,5,1365.0,1951,10010,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,30,2,2,2,41,3,22,25,46.0,75.0,66.0,1209.0,368.0,10.0,3.0,2015,0.9997971834626379
1083,579000.0,4,2,2295.0,1965,10798,Single-Family,Brick,Composition Shingle,1.0,59,1,12,8,45,3,31,12,49.0,75.0,57.0,532.0,162.0,3.5,2.0,2010,0.9997960343100106
1438,800000.0,4,3,3857.0,1955,14374,Single-Family,Brick,Composition Shingle,1.0,6,3,0,1,5,0,4,8,43.0,72.0,66.0,672.0,204.0,4.0,3.0,2011,0.9997960079194943
1470,439000.0,4,3,4501.0,2006,7840,Single-Family,Combination,Composition Shingle,1.0,8,2,0,1,4,0,6,2,32.0,73.0,40.0,440.0,124.0,5.5,2.0,2009,0.9997959876076293
1409,574000.0,4,3,3465.0,1983,10598,Single-Family,Brick,Composition Shingle,1.0,29,1,4,7,24,2,15,9,44.0,88.0,76.0,532.0,162.0,8.0,3.0,2004,0.9997958630893937
1553,540000.0,4,4,5172.0,2000,9571,Single-Family,Brick,Composition Shingle,1.0,1,0,2,0,2,1,0,3,40.0,99.0,77.0,643.0,196.0,8.0,3.0,2000,0.9997947815634325
1028,575000.0,4,2,1736.0,1976,10842,Single-Family,Metal,Composition Shingle,1.0,53,1,3,8,39,2,35,18,45.0,96.0,84.0,409.0,124.0,8.0,3.0,2005,0.9997928662034589
1437,382000.0,4,3,3855.0,2003,7052,Single-Family,Combination,Composition Shingle,1.0,5,1,1,0,4,0,7,5,33.0,100.0,73.0,462.0,131.0,8.0,3.0,2010,0.9997915746559829
1171,560000.0,4,3,1363.0,1972,10667,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,10,1,1,1,6,1,8,9,34.0,80.0,70.0,482.0,147.0,6.5,2.0,2006,0.9997899565339079
1695,585000.0,5,3,4005.0,1982,10890,Single-Family,Metal,Composition Shingle,1.0,26,5,0,3,39,6,11,14,31.0,62.0,53.0,654.0,199.0,9.0,3.0,2004,0.9997895771539673
871,297000.0,3,3,2240.0,1978,5876,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,0,0,0,0,2,0,2,0,38.0,83.0,49.0,360.0,109.0,6.0,2.0,2008,0.9997893439488152
1842,785000.0,5,4,6464.0,2014,13939,Single-Family,Other,Composition Shingle,1.0,51,4,3,5,64,3,58,18,41.0,94.0,96.0,1433.0,437.0,10.0,3.0,2014,0.9997887228750951
563,485000.0,3,2,1682.0,1965,9456,Single-Family,Brick,Composition Shingle,1.0,30,10,1,4,32,1,19,4,41.0,70.0,61.0,418.0,127.0,4.0,3.0,2013,0.999787001379581
1360,722000.0,4,3,3000.0,1964,13503,Single-Family,Brick,Composition Shingle,1.0,3,0,0,0,3,2,1,1,47.0,81.0,79.0,610.0,186.0,6.0,3.0,2006,0.9997868877183752
1102,665000.0,4,2,2510.0,1983,12632,Single-Family,Siding (Alum/Vinyl),Asphalt,1.0,25,4,1,5,29,6,19,18,45.0,65.0,76.0,553.0,168.0,5.0,3.0,2007,0.9997847477600157
1299,540000.0,4,3,2500.0,1971,10500,Single-Family,Brick,Composition Shingle,1.0,19,2,2,1,21,0,11,9,46.0,94.0,54.0,487.0,148.0,8.0,3.0,2013,0.99978274922208
1496,585000.0,4,4,2321.0,1986,11325,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,19,2,2,1,19,0,12,8,43.0,95.0,77.0,561.0,171.0,8.0,2.0,2009,0.999782321664348
1332,635000.0,4,3,2748.0,1981,12196,Single-Family,Metal,Composition Shingle,1.0,18,4,0,3,15,0,18,6,45.0,84.0,81.0,611.0,186.0,9.0,3.0,2012,0.999781842882362
870,488000.0,3,3,2234.0,1967,9625,Single-Family,Brick,shake-shingle,1.0,58,7,10,5,26,18,35,40,37.0,81.0,91.0,615.0,204.0,4.0,3.0,2003,0.9997811493844524
1298,630000.0,4,3,2500.0,1962,12196,Single-Family,Brick,Composition Shingle,1.0,6,1,0,1,9,0,7,2,40.0,88.0,92.0,819.0,249.0,10.0,3.0,2011,0.9997793360302274
1748,499000.0,5,4,3000.0,1924,9796,Single-Family,Siding (Alum/Vinyl),Asphalt,1.0,202,11,40,26,132,11,84,75,29.0,49.0,93.0,936.0,325.0,7.0,3.0,2001,0.9997781227831471
1642,628000.0,5,3,2920.0,1978,12196,Single-Family,Brick,Asphalt,1.0,1,0,1,0,2,0,1,4,47.0,81.0,79.0,532.0,162.0,6.0,3.0,2005,0.9997775241794568
1864,590000.0,5,5,5621.0,1962,10890,Single-Family,Brick,Other,1.0,42,4,2,3,48,1,17,17,42.0,74.0,67.0,1295.0,395.0,9.0,3.0,2006,0.9997774922679618
1040,625000.0,4,2,1820.0,1968,12196,Single-Family,Metal,Composition Shingle,1.0,28,4,4,2,33,3,20,7,48.0,86.0,76.0,565.0,172.0,9.0,3.0,2005,0.9997771085048086
449,425000.0,3,2,1304.0,1978,8616,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,18,2,0,1,12,1,16,9,36.0,92.0,76.0,381.0,116.0,7.0,2.0,2014,0.9997769686227047
531,460000.0,3,2,1564.0,1977,9282,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,11,6,0,3,9,0,3,6,37.0,85.0,72.0,397.0,121.0,3.0,3.0,2005,0.9997755982257722
1276,275000.0,4,3,2382.0,1980,5584,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,27,4,0,4,40,5,14,12,53.0,74.0,62.0,418.0,127.0,8.0,3.0,2001,0.9997752502362236
1716,730000.0,5,3,4581.0,1988,13939,Single-Family,Metal,Composition Shingle,1.0,0,0,0,0,2,0,1,0,45.0,90.0,82.0,659.0,201.0,7.5,2.0,2006,0.9997747374368605
1195,500000.0,4,3,1540.0,1983,10058,Single-Family,Wood,Wood Shake/ Shingles,1.0,66,6,9,10,80,11,40,27,45.0,65.0,76.0,520.0,158.0,5.0,3.0,2004,0.9997738166726564
1407,485000.0,4,3,3453.0,1986,9609,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,10,1,1,2,5,1,5,7,30.0,85.0,64.0,573.0,174.0,8.0,3.0,2003,0.9997726783990879
1290,435000.0,4,3,2457.0,1985,8838,Single-Family,Siding (Alum/Vinyl),Wood Shake/ Shingles,1.0,0,0,0,0,1,1,2,6,38.0,92.0,78.0,384.0,117.0,5.0,3.0,2011,0.9997718037196094
881,760000.0,3,3,2426.0,1957,14810,Single-Family,Brick,Composition Shingle,1.0,56,17,10,7,76,3,18,17,40.0,50.0,55.0,508.0,154.0,3.0,3.0,2011,0.9997708173320892
1699,670000.0,5,3,4092.0,1989,13068,Single-Family,Siding (Alum/Vinyl),Composition Shingle,1.0,0,0,0,0,0,0,0,1,42.0,90.0,74.0,561.0,171.0,7.0,3.0,2007,0.9997703060027807
